year,month,hare,lynx,wolf,deer,vegetation,temperature,rainfall,hare_lag1,hare_lag2,hare_lag3,lynx_lag1,lynx_lag2,lynx_lag3,wolf_lag1,wolf_lag2,wolf_lag3,deer_lag1,deer_lag2,deer_lag3
102,4,84836,42053,10927,100571,150.59711592859446,23.69919393941407,59.80500449117619,80642.0,81768.0,83500.0,50334.0,43107.0,47780.0,13129.0,7497.0,11311.0,86551.0,102174.0,89855.0
102,5,84943,44755,11956,109460,148.11100839940087,22.719734903704897,25.274536696477917,84836.0,80642.0,81768.0,42053.0,50334.0,43107.0,10927.0,13129.0,7497.0,100571.0,86551.0,102174.0
102,6,87463,47209,11635,102331,136.61078944839636,16.22052195322387,17.504068712529346,84943.0,84836.0,80642.0,44755.0,42053.0,50334.0,11956.0,10927.0,13129.0,109460.0,100571.0,86551.0
102,7,79958,43318,12704,91192,110.2657411933294,10.579603498063586,59.746604913726955,87463.0,84943.0,84836.0,47209.0,44755.0,42053.0,11635.0,11956.0,10927.0,102331.0,109460.0,100571.0
102,8,70767,37089,10323,96034,94.25567979782136,2.1069263086355132,74.21741137589706,79958.0,87463.0,84943.0,43318.0,47209.0,44755.0,12704.0,11635.0,11956.0,91192.0,102331.0,109460.0
102,9,83383,39738,11206,98835,80.73991208828355,-3.2078191864099406,77.36878328931546,70767.0,79958.0,87463.0,37089.0,43318.0,47209.0,10323.0,12704.0,11635.0,96034.0,91192.0,102331.0
102,10,74723,44974,10872,93649,78.6957942298462,-3.485554552247288,50.09476467962214,83383.0,70767.0,79958.0,39738.0,37089.0,43318.0,11206.0,10323.0,12704.0,98835.0,96034.0,91192.0
102,11,86905,39276,11971,100109,75.594294010732,-3.961256824575881,16.06592147816167,74723.0,83383.0,70767.0,44974.0,39738.0,37089.0,10872.0,11206.0,10323.0,93649.0,98835.0,96034.0
102,12,77639,37886,11469,94378,97.74343991516953,2.23908029857984,20.16113767432261,86905.0,74723.0,83383.0,39276.0,44974.0,39738.0,11971.0,10872.0,11206.0,100109.0,93649.0,98835.0
103,1,87456,39184,6862,96997,116.71495931885539,9.810088051148835,47.71150099819426,77639.0,86905.0,74723.0,37886.0,39276.0,44974.0,11469.0,11971.0,10872.0,94378.0,100109.0,93649.0
103,2,76863,39868,9639,90899,133.85898048561154,18.20774836058251,56.132330306240654,87456.0,77639.0,86905.0,39184.0,37886.0,39276.0,6862.0,11469.0,11971.0,96997.0,94378.0,100109.0
103,3,78018,38983,8610,99006,147.01243092325274,22.799490729514016,68.38240017510984,76863.0,87456.0,77639.0,39868.0,39184.0,37886.0,9639.0,6862.0,11469.0,90899.0,96997.0,94378.0
103,4,84553,36969,10853,95968,159.0993965809086,26.4978649922301,37.88948280620441,78018.0,76863.0,87456.0,38983.0,39868.0,39184.0,8610.0,9639.0,6862.0,99006.0,90899.0,96997.0
103,5,75148,37262,6019,97220,150.9299715265499,23.814362011387058,13.190169199233347,84553.0,78018.0,76863.0,36969.0,38983.0,39868.0,10853.0,8610.0,9639.0,95968.0,99006.0,90899.0
103,6,78462,34833,9573,96884,139.6676268139881,14.576966084472488,14.672816655853035,75148.0,84553.0,78018.0,37262.0,36969.0,38983.0,6019.0,10853.0,8610.0,97220.0,95968.0,99006.0
103,7,82920,34279,6949,90385,116.63346998761747,9.742768795225311,36.50932439563536,78462.0,75148.0,84553.0,34833.0,37262.0,36969.0,9573.0,6019.0,10853.0,96884.0,97220.0,95968.0
103,8,80389,38328,13266,97011,97.98616500384055,2.4792992956863413,64.22773967593275,82920.0,78462.0,75148.0,34279.0,34833.0,37262.0,6949.0,9573.0,6019.0,90385.0,96884.0,97220.0
103,9,79530,35407,9748,101735,82.7365885578688,-2.6597768587199475,66.57335975032525,80389.0,82920.0,78462.0,38328.0,34279.0,34833.0,13266.0,6949.0,9573.0,97011.0,90385.0,96884.0
103,10,83251,30854,7043,85622,78.25098977203015,-5.321511452880886,38.261168402993626,79530.0,80389.0,82920.0,35407.0,38328.0,34279.0,9748.0,13266.0,6949.0,101735.0,97011.0,90385.0
103,11,77448,35889,7637,81917,87.09966354101346,-3.4138809016938922,15.679756276188275,83251.0,79530.0,80389.0,30854.0,35407.0,38328.0,7043.0,9748.0,13266.0,85622.0,101735.0,97011.0
103,12,70275,35242,3652,89230,97.30107096018264,2.4608824725351086,21.36554090255975,77448.0,83251.0,79530.0,35889.0,30854.0,35407.0,7637.0,7043.0,9748.0,81917.0,85622.0,101735.0
104,1,75009,28568,5283,82491,118.35367757406432,11.513963836848273,46.11912118794815,70275.0,77448.0,83251.0,35242.0,35889.0,30854.0,3652.0,7637.0,7043.0,89230.0,81917.0,85622.0
104,2,71663,26846,100,95552,138.5713440147196,19.29717823686276,64.95171504676811,75009.0,70275.0,77448.0,28568.0,35242.0,35889.0,5283.0,3652.0,7637.0,82491.0,89230.0,81917.0
104,3,70753,30554,4705,83323,152.89752008988464,23.439775275197793,74.15012175447274,71663.0,75009.0,70275.0,26846.0,28568.0,35242.0,100.0,5283.0,3652.0,95552.0,82491.0,89230.0
104,4,65802,29804,5773,79697,158.75853155886958,24.427038521531102,40.64651836151319,70753.0,71663.0,75009.0,30554.0,26846.0,28568.0,4705.0,100.0,5283.0,83323.0,95552.0,82491.0
104,5,63182,27718,4321,86486,155.5313787181528,23.480739671084184,13.297713971320107,65802.0,70753.0,71663.0,29804.0,30554.0,26846.0,5773.0,4705.0,100.0,79697.0,83323.0,95552.0
104,6,61607,26475,7285,86704,135.17349352795364,19.24629544732033,24.613538922207,63182.0,65802.0,70753.0,27718.0,29804.0,30554.0,4321.0,5773.0,4705.0,86486.0,79697.0,83323.0
104,7,66051,26229,7156,78141,118.1242670578913,8.220531025468365,43.630262246303595,61607.0,63182.0,65802.0,26475.0,27718.0,29804.0,7285.0,4321.0,5773.0,86704.0,86486.0,79697.0
104,8,64098,24733,7000,85029,99.78268447027996,3.4763372089255995,78.20739845161258,66051.0,61607.0,63182.0,26229.0,26475.0,27718.0,7156.0,7285.0,4321.0,78141.0,86704.0,86486.0
104,9,61071,28925,3054,77671,88.97993276304707,-3.062266342888724,79.04351660402824,64098.0,66051.0,61607.0,24733.0,26229.0,26475.0,7000.0,7156.0,7285.0,85029.0,78141.0,86704.0
104,10,67704,24520,6798,66837,81.94177269333143,-3.902994638729535,39.75861360830109,61071.0,64098.0,66051.0,28925.0,24733.0,26229.0,3054.0,7000.0,7156.0,77671.0,85029.0,78141.0
104,11,57773,23508,4662,73766,81.14824377950434,-3.74728169985707,25.471067200654378,67704.0,61071.0,64098.0,24520.0,28925.0,24733.0,6798.0,3054.0,7000.0,66837.0,77671.0,85029.0
104,12,55395,17510,3013,75351,108.10653246032959,0.35037822322638457,18.01716215182403,57773.0,67704.0,61071.0,23508.0,24520.0,28925.0,4662.0,6798.0,3054.0,73766.0,66837.0,77671.0
105,1,57787,23511,2641,79977,123.69093894799309,9.431373617573788,56.18360544138435,55395.0,57773.0,67704.0,17510.0,23508.0,24520.0,3013.0,4662.0,6798.0,75351.0,73766.0,66837.0
105,2,51484,25011,4304,77388,137.37906802480612,16.773319945754032,76.19983669832412,57787.0,55395.0,57773.0,23511.0,17510.0,23508.0,2641.0,3013.0,4662.0,79977.0,75351.0,73766.0
105,3,60626,17461,4246,77499,156.4892984811999,20.62448176682753,81.7100889270174,51484.0,57787.0,55395.0,25011.0,23511.0,17510.0,4304.0,2641.0,3013.0,77388.0,79977.0,75351.0
105,4,42324,19972,2079,69400,156.0009809801105,24.172742554398226,55.881929384439935,60626.0,51484.0,57787.0,17461.0,25011.0,23511.0,4246.0,4304.0,2641.0,77499.0,77388.0,79977.0
105,5,58137,21480,3065,68664,152.2238477315069,24.444855212417036,20.275569767276245,42324.0,60626.0,51484.0,19972.0,17461.0,25011.0,2079.0,4246.0,4304.0,69400.0,77499.0,77388.0
105,6,53792,24429,5370,65420,141.19253925365507,16.74085179023109,34.714441954489466,58137.0,42324.0,60626.0,21480.0,19972.0,17461.0,3065.0,2079.0,4246.0,68664.0,69400.0,77499.0
105,7,49923,22582,3142,65373,117.72515160231339,10.782615582493094,62.76130742628722,53792.0,58137.0,42324.0,24429.0,21480.0,19972.0,5370.0,3065.0,2079.0,65420.0,68664.0,69400.0
105,8,45592,12406,3463,66125,100.40421640866705,-0.3813318836520656,89.25290861074913,49923.0,53792.0,58137.0,22582.0,24429.0,21480.0,3142.0,5370.0,3065.0,65373.0,65420.0,68664.0
105,9,41480,24275,2109,64854,80.46455652709102,-3.46255157459648,83.96684373683883,45592.0,49923.0,53792.0,12406.0,22582.0,24429.0,3463.0,3142.0,5370.0,66125.0,65373.0,65420.0
105,10,45008,14923,0,65924,82.3195939043894,-4.022432408650492,55.6452267778241,41480.0,45592.0,49923.0,24275.0,12406.0,22582.0,2109.0,3463.0,3142.0,64854.0,66125.0,65373.0
105,11,38847,11195,5470,65085,80.13409878888405,-2.502291978472526,30.93868026390393,45008.0,41480.0,45592.0,14923.0,24275.0,12406.0,0.0,2109.0,3463.0,65924.0,64854.0,66125.0
105,12,48820,15328,3983,64261,100.49269560861595,1.9526395727300134,27.731362143424835,38847.0,45008.0,41480.0,11195.0,14923.0,24275.0,5470.0,0.0,2109.0,65085.0,65924.0,64854.0
106,1,39630,15727,2220,54208,121.33618962252358,10.536576937900428,55.25296490562188,48820.0,38847.0,45008.0,15328.0,11195.0,14923.0,3983.0,5470.0,0.0,64261.0,65085.0,65924.0
106,2,37881,15604,2525,58784,141.4989266428801,17.3165041071327,77.55655299443043,39630.0,48820.0,38847.0,15727.0,15328.0,11195.0,2220.0,3983.0,5470.0,54208.0,64261.0,65085.0
106,3,39829,17109,4335,51496,157.5091665860775,23.97479430927346,90.42989872725516,37881.0,39630.0,48820.0,15604.0,15727.0,15328.0,2525.0,2220.0,3983.0,58784.0,54208.0,64261.0
106,4,32815,14730,4056,63974,160.39994723339976,25.303483344057707,57.464051282386585,39829.0,37881.0,39630.0,17109.0,15604.0,15727.0,4335.0,2525.0,2220.0,51496.0,58784.0,54208.0
106,5,35111,9288,3335,56909,156.10605456397332,23.069704117187108,37.8018287840341,32815.0,39829.0,37881.0,14730.0,17109.0,15604.0,4056.0,4335.0,2525.0,63974.0,51496.0,58784.0
106,6,35500,11879,2288,62552,138.29308556232442,16.40399352952676,28.2433391252438,35111.0,32815.0,39829.0,9288.0,14730.0,17109.0,3335.0,4056.0,4335.0,56909.0,63974.0,51496.0
106,7,37010,11931,5996,51955,113.65060713993593,11.16181598078641,62.182558716033505,35500.0,35111.0,32815.0,11879.0,9288.0,14730.0,2288.0,3335.0,4056.0,62552.0,56909.0,63974.0
106,8,28293,12797,6455,49513,96.78408639328084,2.7570694397577338,78.76175394189038,37010.0,35500.0,35111.0,11931.0,11879.0,9288.0,5996.0,2288.0,3335.0,51955.0,62552.0,56909.0
106,9,29830,14213,3368,46569,86.95480776818113,-5.47004793007194,86.83847738395322,28293.0,37010.0,35500.0,12797.0,11931.0,11879.0,6455.0,5996.0,2288.0,49513.0,51955.0,62552.0
106,10,30092,13589,2360,51770,77.13853963124112,-1.4154434404180396,60.10178174066793,29830.0,28293.0,37010.0,14213.0,12797.0,11931.0,3368.0,6455.0,5996.0,46569.0,49513.0,51955.0
106,11,26690,16175,9406,54282,85.24818701708996,-1.2531358621874364,30.733748590264607,30092.0,29830.0,28293.0,13589.0,14213.0,12797.0,2360.0,3368.0,6455.0,51770.0,46569.0,49513.0
106,12,31224,12526,4716,45337,99.6113691317075,3.870604544072484,26.401749179860648,26690.0,30092.0,29830.0,16175.0,13589.0,14213.0,9406.0,2360.0,3368.0,54282.0,51770.0,46569.0
107,1,28062,9802,5369,49316,116.23818464393912,11.605362794398998,56.98628216612191,31224.0,26690.0,30092.0,12526.0,16175.0,13589.0,4716.0,9406.0,2360.0,45337.0,54282.0,51770.0
107,2,23537,11071,8018,45898,133.4277395932759,16.398069021469116,80.53518970079331,28062.0,31224.0,26690.0,9802.0,12526.0,16175.0,5369.0,4716.0,9406.0,49316.0,45337.0,54282.0
107,3,27546,16857,1068,45214,152.54434310353355,21.0510519644269,80.35975499917876,23537.0,28062.0,31224.0,11071.0,9802.0,12526.0,8018.0,5369.0,4716.0,45898.0,49316.0,45337.0
107,4,27145,17624,1686,53476,151.15966265695533,25.25256822173248,51.51847461826786,27546.0,23537.0,28062.0,16857.0,11071.0,9802.0,1068.0,8018.0,5369.0,45214.0,45898.0,49316.0
107,5,29263,10244,4152,49872,147.43594937607728,22.88878517587056,27.502803336878035,27145.0,27546.0,23537.0,17624.0,16857.0,11071.0,1686.0,1068.0,8018.0,53476.0,45214.0,45898.0
107,6,21224,13085,142,51021,137.30872286287686,18.07756708971076,21.182256138888718,29263.0,27145.0,27546.0,10244.0,17624.0,16857.0,4152.0,1686.0,1068.0,49872.0,53476.0,45214.0
107,7,29062,13394,4266,53026,114.16871135956195,11.021202938153586,57.66312702208217,21224.0,29263.0,27145.0,13085.0,10244.0,17624.0,142.0,4152.0,1686.0,51021.0,49872.0,53476.0
107,8,21604,13511,5192,57191,91.29176236646936,3.9082639293872368,81.41811761518456,29062.0,21224.0,29263.0,13394.0,13085.0,10244.0,4266.0,142.0,4152.0,53026.0,51021.0,49872.0
107,9,25973,12323,6239,55246,81.63629884454278,-2.8992538628673734,67.0806089728668,21604.0,29062.0,21224.0,13511.0,13394.0,13085.0,5192.0,4266.0,142.0,57191.0,53026.0,51021.0
107,10,28858,12555,5272,55779,69.9327864061265,-5.053883846484105,36.50236580544015,25973.0,21604.0,29062.0,12323.0,13511.0,13394.0,6239.0,5192.0,4266.0,55246.0,57191.0,53026.0
107,11,30483,13314,6436,48927,79.45293694650671,-3.65624181901308,16.589776102084663,28858.0,25973.0,21604.0,12555.0,12323.0,13511.0,5272.0,6239.0,5192.0,55779.0,55246.0,57191.0
107,12,27723,19561,7827,49173,95.33373511379817,4.289335209497914,16.792773038269942,30483.0,28858.0,25973.0,13314.0,12555.0,12323.0,6436.0,5272.0,6239.0,48927.0,55779.0,55246.0
108,1,27611,15874,7670,59429,112.83403550303737,9.165789717915704,45.13977794021153,27723.0,30483.0,28858.0,19561.0,13314.0,12555.0,7827.0,6436.0,5272.0,49173.0,48927.0,55779.0
108,2,33393,11982,5617,52698,126.89567165328968,15.036204149960689,73.35787708544831,27611.0,27723.0,30483.0,15874.0,19561.0,13314.0,7670.0,7827.0,6436.0,59429.0,49173.0,48927.0
108,3,29473,19981,5217,58771,146.1636803757514,22.533547325743566,70.63475331820281,33393.0,27611.0,27723.0,11982.0,15874.0,19561.0,5617.0,7670.0,7827.0,52698.0,59429.0,49173.0
108,4,26083,19389,9218,55657,151.20815605626325,24.665478146641956,43.22696542175093,29473.0,33393.0,27611.0,19981.0,11982.0,15874.0,5217.0,5617.0,7670.0,58771.0,52698.0,59429.0
108,5,26742,16910,6168,50907,139.2520105383814,20.92611853184465,11.228567530552283,26083.0,29473.0,33393.0,19389.0,19981.0,11982.0,9218.0,5217.0,5617.0,55657.0,58771.0,52698.0
108,6,40116,19932,8778,48753,127.9292335557541,19.13474750328351,10.076254383332252,26742.0,26083.0,29473.0,16910.0,19389.0,19981.0,6168.0,9218.0,5217.0,50907.0,55657.0,58771.0
108,7,42391,19364,5969,49983,104.69723242831931,9.965841270157284,38.39381052370002,40116.0,26742.0,26083.0,19932.0,16910.0,19389.0,8778.0,6168.0,9218.0,48753.0,50907.0,55657.0
108,8,28115,19513,12547,56005,84.56058852968677,3.7420840547279184,57.74480714637829,42391.0,40116.0,26742.0,19364.0,19932.0,16910.0,5969.0,8778.0,6168.0,49983.0,48753.0,50907.0
108,9,36528,22541,10295,60320,73.95183958202291,-1.5365067828188228,57.41552716608608,28115.0,42391.0,40116.0,19513.0,19364.0,19932.0,12547.0,5969.0,8778.0,56005.0,49983.0,48753.0
108,10,41597,20081,10004,58105,70.78912682185032,-5.2529350061879,45.114642959590384,36528.0,28115.0,42391.0,22541.0,19513.0,19364.0,10295.0,12547.0,5969.0,60320.0,56005.0,49983.0
108,11,38466,21041,10629,57937,69.1309187806387,-1.9162252083437512,9.938934083644398,41597.0,36528.0,28115.0,20081.0,22541.0,19513.0,10004.0,10295.0,12547.0,58105.0,60320.0,56005.0
108,12,37930,20895,8336,62055,91.40211470808643,2.3982733535066387,23.941984905681984,38466.0,41597.0,36528.0,21041.0,20081.0,22541.0,10629.0,10004.0,10295.0,57937.0,58105.0,60320.0
109,1,34463,20923,12020,66268,108.2964425158597,11.233788074755722,35.61195526739518,37930.0,38466.0,41597.0,20895.0,21041.0,20081.0,8336.0,10629.0,10004.0,62055.0,57937.0,58105.0
109,2,51373,24076,10399,70009,125.9365990884917,15.863666273173287,63.728494296706096,34463.0,37930.0,38466.0,20923.0,20895.0,21041.0,12020.0,8336.0,10629.0,66268.0,62055.0,57937.0
109,3,44340,22891,11182,66436,145.62768047706896,22.58322963683079,63.56868075560362,51373.0,34463.0,37930.0,24076.0,20923.0,20895.0,10399.0,12020.0,8336.0,70009.0,66268.0,62055.0
109,4,47855,22765,11882,65819,140.18274429970364,25.208960016343468,35.27183184678012,44340.0,51373.0,34463.0,22891.0,24076.0,20923.0,11182.0,10399.0,12020.0,66436.0,70009.0,66268.0
109,5,46854,27227,11549,70621,134.64125576004946,23.062329956265593,15.56920882354062,47855.0,44340.0,51373.0,22765.0,22891.0,24076.0,11882.0,11182.0,10399.0,65819.0,66436.0,70009.0
109,6,44794,26683,9497,64931,126.128943034874,18.49833686653117,22.516520641228205,46854.0,47855.0,44340.0,27227.0,22765.0,22891.0,11549.0,11882.0,11182.0,70621.0,65819.0,66436.0
109,7,53978,26603,12935,74810,106.4903135992561,10.952502044923166,40.456786201694555,44794.0,46854.0,47855.0,26683.0,27227.0,22765.0,9497.0,11549.0,11882.0,64931.0,70621.0,65819.0
109,8,48833,28344,16073,71041,81.95312181721442,2.7932928852760996,66.86151334134355,53978.0,44794.0,46854.0,26603.0,26683.0,27227.0,12935.0,9497.0,11549.0,74810.0,64931.0,70621.0
109,9,47370,29334,12741,80563,71.9648078502669,-4.576060036229998,68.25119518832992,48833.0,53978.0,44794.0,28344.0,26603.0,26683.0,16073.0,12935.0,9497.0,71041.0,74810.0,64931.0
109,10,61713,27615,13774,67881,55.78082333560787,-5.262943036293868,44.6605815232887,47370.0,48833.0,53978.0,29334.0,28344.0,26603.0,12741.0,16073.0,12935.0,80563.0,71041.0,74810.0
109,11,68731,36469,13798,76275,69.60050055775555,-5.256059863569453,21.43698192250572,61713.0,47370.0,48833.0,27615.0,29334.0,28344.0,13774.0,12741.0,16073.0,67881.0,80563.0,71041.0
109,12,54560,31807,16753,81319,77.86128366519905,-0.610154477478352,13.665603050114955,68731.0,61713.0,47370.0,36469.0,27615.0,29334.0,13798.0,13774.0,12741.0,76275.0,67881.0,80563.0
110,1,58831,34854,18897,76878,95.98309730145719,12.984996718261424,60.19109290107559,54560.0,68731.0,61713.0,31807.0,36469.0,27615.0,16753.0,13798.0,13774.0,81319.0,76275.0,67881.0
110,2,54591,35775,14165,75399,115.41691317404464,17.812768428503933,77.278212850359,58831.0,54560.0,68731.0,34854.0,31807.0,36469.0,18897.0,16753.0,13798.0,76878.0,81319.0,76275.0
110,3,57846,32793,12300,79738,136.209409995576,24.168703659559323,77.4395313487157,54591.0,58831.0,54560.0,35775.0,34854.0,31807.0,14165.0,18897.0,16753.0,75399.0,76878.0,81319.0
110,4,64978,36275,17112,78995,138.95438115585938,21.545345735658856,47.79400225253019,57846.0,54591.0,58831.0,32793.0,35775.0,34854.0,12300.0,14165.0,18897.0,79738.0,75399.0,76878.0
110,5,67634,40377,13300,79907,134.34101188580132,21.920182230909784,37.73392545173027,64978.0,57846.0,54591.0,36275.0,32793.0,35775.0,17112.0,12300.0,14165.0,78995.0,79738.0,75399.0
110,6,64493,42567,18348,82496,116.46267663945046,16.107980097232126,31.139849272387014,67634.0,64978.0,57846.0,40377.0,36275.0,32793.0,13300.0,17112.0,12300.0,79907.0,78995.0,79738.0
110,7,67694,32925,21039,88967,96.29413020783542,10.18799237871732,51.213029258713604,64493.0,67634.0,64978.0,42567.0,40377.0,36275.0,18348.0,13300.0,17112.0,82496.0,79907.0,78995.0
110,8,75225,35300,17611,84689,74.37237655694885,2.9284328251362304,83.59129738903668,67694.0,64493.0,67634.0,32925.0,42567.0,40377.0,21039.0,18348.0,13300.0,88967.0,82496.0,79907.0
110,9,77369,42563,18119,85105,66.97659356844119,-1.3009655908585183,83.56466136909852,75225.0,67694.0,64493.0,35300.0,32925.0,42567.0,17611.0,21039.0,18348.0,84689.0,88967.0,82496.0
110,10,72081,46899,20357,79051,54.51159262000144,-5.722281135476361,59.221715647291866,77369.0,75225.0,67694.0,42563.0,35300.0,32925.0,18119.0,17611.0,21039.0,85105.0,84689.0,88967.0
110,11,66353,40511,17539,98581,57.48152569145681,-4.137179807053844,36.50753317358192,72081.0,77369.0,75225.0,46899.0,42563.0,35300.0,20357.0,18119.0,17611.0,79051.0,85105.0,84689.0
110,12,76466,38779,20869,92874,72.44775942953042,2.7987502781320215,37.68781666351272,66353.0,72081.0,77369.0,40511.0,46899.0,42563.0,17539.0,20357.0,18119.0,98581.0,79051.0,85105.0
111,1,78867,39954,18779,86952,96.87870358198575,9.69603368124476,49.437817279858464,76466.0,66353.0,72081.0,38779.0,40511.0,46899.0,20869.0,17539.0,20357.0,92874.0,98581.0,79051.0
111,2,81266,43058,23068,93902,113.86661423672945,19.034831182384828,86.2153181144448,78867.0,76466.0,66353.0,39954.0,38779.0,40511.0,18779.0,20869.0,17539.0,86952.0,92874.0,98581.0
111,3,73327,48399,19776,89322,127.03170734580507,23.035365738910123,83.95375535303012,81266.0,78867.0,76466.0,43058.0,39954.0,38779.0,23068.0,18779.0,20869.0,93902.0,86952.0,92874.0
111,4,78351,45257,23579,92137,130.83473690785996,24.993514724044346,61.37682073643801,73327.0,81266.0,78867.0,48399.0,43058.0,39954.0,19776.0,23068.0,18779.0,89322.0,93902.0,86952.0
111,5,83151,45930,21526,101218,127.9635109169635,24.705356844353886,39.67652520563524,78351.0,73327.0,81266.0,45257.0,48399.0,43058.0,23579.0,19776.0,23068.0,92137.0,89322.0,93902.0
